index,area,axon_rad_loc,d,fiberD_p,fiberType,new_angle,orig_angle,r,tjn_x,tjn_y,tjn_z,type,x,y,z,soma_x,soma_y,soma_z,xshift
2012,6174.626057698748,524.8829212,88.66666831799999,17.3,Aa,172.82116853791283,206.4638252506852,44.333334158999996,1936.8928790705634,-524.4035757,-22.42701031,soma,1936.8928790705634,-420.7645443,-845.2591501,1937,-420.3333332,-844.8645342,
2013,5570.471313448604,563.9365861227525,84.21724502,15.7,Aa,356.68931457577935,354.4479960200043,42.10862251,-631.7282292,-86.66573088,557.2374038584176,soma,-631.7282292,-134.4314296,1382.9656348490744,-632,-134.8068784,1382.7025378527314,
2014,5208.666364751234,497.1638915946077,81.43635546,14.7,Aa,82.58951196671721,101.37268265422377,40.71817773,-33.68925629,-464.2791627,-177.8111193,soma,-33.68925629,354.5422614168265,-71.31236638,-34,354.78214503805987,-71.48235507,
2015,6330.523748825581,889.9528511204085,89.77902414200001,17.7,Aa,139.92117888569763,40.32445516659775,44.889512071000006,-630.7492826,-397.4112221,796.2916537322435,soma,-630.7492826,136.90553786828832,161.2938566395401,-631,137.28286787131003,160.96854536327066,
2016,4422.6147932948215,696.0476323203009,75.04030947,12.4,Aa,158.1118686249865,203.1022557285772,37.52015474,269.7697999052504,-684.9712324,-123.6798983,soma,269.7697999052504,-378.3393572,-886.9074516,270,-378.3644863,-887.2164516,
2017,4962.6306706962205,577.0534352539571,79.48973277,14,Aa,314.847341,272.66463411915345,39.74486639,-1028.173148,136.19238517540634,-560.7515505,soma,-1028.173148,-448.5420638,20.875236016166586,-1028,-448.7441103,20.61007977470217,
2018,5644.290004707365,532.9734507821825,84.77342293,15.9,Aa,321.3019812199961,281.19923744081797,42.38671147,1499.2475498048325,-101.5366666,-523.2121984,soma,1499.2475498048325,-618.8318035,122.52343768335821,1499,-619.282172,122.77532829999359,
2019,6174.626057698748,1125.0128405947555,88.66666831799999,17.3,Aa,143.05930193802575,73.08836778394677,44.333334158999996,-1696.298534,549.7524738467881,981.5427188881886,soma,-1696.298534,1048.1719402355432,318.69144245279364,-1696,1048.4293338295593,319.1138660067111,
2020,5944.423775,139.9880263259397,86.99813458,16.7,Aa,320.20358590019345,326.4258204060241,43.49906729,-1201.796128,15.426423883885946,139.13544825380268,soma,-1201.796128,-514.8640268,775.6908208462883,-1202,-515.322253,775.5358333996755,
2021,5280.055553,1111.117771985446,81.99253337399999,14.9,Aa,31.069726933421396,118.21968417699912,40.996266686999995,255.47708774928088,265.75130754230986,-1078.86929,soma,255.47708774928088,692.032151,-371.3705447,255,692.2966732371608,-371.5341976,
2022,4756.480462872472,694.8376043078229,77.82119903,13.4,Aa,270.10604743742255,324.17699210392306,38.91059952,838.5963918601017,427.3068979764662,547.9125033269133,soma,838.5963918601017,-396.6022903,549.4374595907075,839,-396.9105995,549.5654301390823,
2023,5067.345688817297,574.7902544231023,80.32399964,14.3,Aa,39.26362068549343,70.19984103488723,40.16199982,-363.0273867,508.62525336825456,-267.7390301,soma,-363.0273867,1030.8615394719318,371.1362217895185,-363,1031.2450296854454,370.84042025987003,
2024,5868.6614815222365,426.6214718818033,86.44195667,16.5,Aa,8.794244636931527,355.07517069142716,43.22097834,-1748.787409,-228.2091179,360.4531575109148,soma,-1748.787409,-101.5852551,1178.937357911791,-1749,-101.3650124,1178.447970790647,
2025,4521.499005338737,591.7226725,75.87457634,12.7,Aa,237.56021772795788,200.71081682761985,37.93728817,696.7354276587171,346.1856822080695,-479.8866476,soma,696.7354276587171,-348.3369169,-921.3208326,697,-348.5590712,-921.4235614,
2026,6020.6719685976295,103.12910426529123,87.55431249399997,16.9,Aa,39.07822999098131,32.05893807355534,43.777156246999986,-467.6397813,-75.51383737,70.23725871375153,soma,-467.6397813,446.9314494729315,713.605347,-468,446.4611192981089,713.3797063945462,
2027,5424.291632450366,56.752084094756526,83.1048892,15.3,Aa,313.23267388058014,316.0495018915854,41.5524446,1045.3693669596994,1.7359411494048798,56.72552826923811,soma,1045.3693669596994,-600.4720969,622.8831234,1045,-600.2261111,623.1884245503153,
2028,6058.978278182998,947.2734343671243,87.83240144999998,17,Aa,72.47303490180741,130.24370016007677,43.91620073,-105.6424516,33.151545216367595,-946.6931575,soma,-105.6424516,823.5855799236606,-697.0612193,-106,823.4544890113602,-697.3304403,
2029,5570.471313448604,913.0119274383783,84.21724502,15.7,Aa,9.412949636792552,278.36541087710987,42.10862251,-178.7216876,-503.1204311,-761.8796568,soma,-178.7216876,-367.8476951,54.092132146508455,-179,-367.7677402,53.94265610710181,
